,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,55.09,55.39,55.05,54.84,55.1,58.08,22.45,0.7388,33.75,37.04,35.74,28.47,33.79,35.62,33.11,0.5018
split 1,55.39,55.12,57.17,53.87,55.44,60.65,22.28,0.7404,34.03,36.86,33.57,31.65,34.02,32.88,32.99,0.5023
split 2,55.76,55.61,56.84,54.82,55.78,59.28,22.11,0.7413,34.17,33.21,35.74,33.57,34.25,39.04,32.88,0.5114
split 3,55.18,54.04,58.21,53.28,55.4,66.55,22.3,0.7415,30.72,34.03,34.94,23.2,31.26,40.0,34.37,0.5087
split 4,55.56,55.85,56.4,54.43,55.57,57.46,22.21,0.7415,32.38,31.68,34.69,30.77,32.41,35.17,33.79,0.5041
mean,55.4,55.2,56.73,54.25,55.46,60.4,22.27,0.7407,33.01,34.56,34.94,29.53,33.15,36.54,33.43,0.5056
std,0.24,0.63,1.03,0.6,0.23,3.26,0.11,0.001,1.31,2.09,0.8,3.57,1.14,2.62,0.57,0.0038
testing,55.31,57.65,55.53,52.75,55.45,55.91,22.28,0.7398,30.25,22.95,45.59,22.22,33.51,64.92,33.25,0.4909
