,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5555,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5384
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.555,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5678
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5723,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5233
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5587,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5472
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5538,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.552
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5585,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5464
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5589999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5458
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135
test mean,16.666666666666675,50.000000000000014,0.0,0.0,33.33333333333334,11.111111111111116,33.33333333333335,0.0,0.0,0.5576857874810669,16.666666666666668,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111116,33.33333333333334,0.0,0.0,0.5235240760037987
test std,1.1055854617090675e-14,2.97017778256986e-14,0.0,0.0,1.129364213510124e-14,9.075995047545932e-15,2.7470880097503736e-14,0.0,0.0,0.035603620105070226,1.3759600911837627e-14,4.0272795049939114e-14,0.0,0.0,6.646518689688359e-15,1.1883017379208074e-14,3.426112997215453e-14,0.0,0.0,0.03630305541130047
