,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.529,0.0,50.0,0.0,0.5137
split 1,0.0,50.0,0.0,0.5406,0.0,50.0,0.0,0.5513
split 2,0.0,50.0,0.0,0.5538,0.0,50.0,0.0,0.4917
split 3,0.0,50.0,0.0,0.5262,0.0,50.0,0.0,0.5122
split 4,0.0,50.0,0.0,0.5483,0.0,50.0,0.0,0.4241
split 5,0.0,50.0,0.0,0.5183,0.0,50.0,0.0,0.5981
mean,0.0,50.0,0.0,0.5361,0.0,50.0,0.0,0.5152
std,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0533
test mean,0.0,50.0,0.0,0.5252910306140134,0.0,49.99999999999999,0.0,0.524363629661302
test std,0.0,1.2731463251543875e-14,0.0,0.09463804712878346,0.0,2.6939785314722367e-14,0.0,0.045475663885415366
