,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.56,50.4,30.75,40.51,42.5,43.96,40.39,47.89,43.59,0.6301,32.12,38.75,33.59,24.03,33.07,32.83,33.18,34.08,31.23,0.5066
split 1,40.37,46.55,33.96,40.62,41.36,42.79,38.92,48.17,41.29,0.6139,32.78,44.8,16.05,37.47,36.3,37.52,35.75,40.66,36.16,0.5756
split 2,42.41,48.9,36.42,41.91,43.45,45.08,40.21,50.31,44.72,0.6309,30.12,27.36,27.54,35.47,30.57,30.52,31.31,29.2,31.06,0.4722
split 3,41.9,48.09,35.59,42.01,42.84,44.06,40.2,48.38,43.6,0.6298,26.54,43.3,22.29,14.02,31.21,29.98,31.96,33.65,24.34,0.5159
split 4,39.54,49.16,29.97,39.48,41.68,44.38,38.58,50.93,43.63,0.6225,36.02,43.27,39.87,24.91,37.04,36.23,39.17,37.66,31.86,0.5037
split 5,40.63,49.12,32.03,40.75,42.23,43.86,39.79,48.72,43.07,0.6231,24.08,36.82,24.18,11.25,27.88,27.8,27.23,31.86,24.32,0.4853
mean,40.9,48.7,33.12,40.88,42.34,44.02,39.68,49.07,43.31,0.625,30.28,39.05,27.25,24.53,32.68,32.48,33.1,34.52,29.83,0.5099
std,0.97,1.18,2.4,0.87,0.7,0.68,0.69,1.14,1.03,0.006,3.98,5.93,7.73,9.78,3.21,3.45,3.72,3.74,4.24,0.0327
test mean,37.97245255388374,47.81332230990762,27.860392815011103,38.2436425367325,41.37347243762461,43.519341546226485,38.33943489880047,47.188328207514566,45.030261532364435,0.6235060139068241,28.039225042409992,39.2768359185574,9.125515513936165,35.715323694736426,32.78806190757067,31.3489083128573,32.38334928626774,25.181230026829557,36.4821456254746,0.5139726842536778
test std,8.838623504074382,4.947470214382708,16.071393881047307,13.730143783200388,6.863657155900599,11.473164023204822,3.7510450849344816,23.22300272745596,12.011274890814827,0.04481188919732188,4.106033790282186,5.083504101907095,7.513254513527669,7.306433089948478,3.902518976732853,9.156130639082463,3.142424755833963,22.10591701047856,8.208460691479203,0.022564253048482016
