,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,25.0,49.67,2.05,23.26,35.7,48.47,34.23,65.5,45.68,0.595,17.26,48.68,0.0,3.11,32.0,15.7,32.82,0.0,14.28,0.505
split 1,26.31,49.27,0.35,29.3,36.24,60.28,34.34,100.0,46.49,0.5858,23.49,48.53,0.0,21.95,33.72,22.06,34.05,0.0,32.14,0.5105
split 2,35.13,49.31,22.09,34.0,39.37,43.77,36.39,50.43,44.49,0.5932,27.66,44.56,7.67,30.75,33.82,40.21,32.7,52.96,34.98,0.5628
split 3,29.53,48.74,2.36,37.49,37.66,50.35,35.12,71.0,44.93,0.5959,23.68,47.33,1.48,22.22,33.46,29.35,32.94,16.33,38.79,0.5159
split 4,29.18,49.29,1.8,36.43,37.64,46.24,35.37,58.6,44.74,0.5869,24.98,48.87,0.0,26.06,35.48,27.04,33.76,0.0,47.37,0.5554
split 5,29.14,48.86,2.87,35.68,37.31,47.94,35.11,65.01,43.71,0.5854,24.47,48.11,0.0,25.29,34.02,23.83,33.87,0.0,37.63,0.5559
mean,29.05,49.19,5.25,32.7,37.32,49.51,35.09,68.42,45.01,0.5904,23.59,47.68,1.52,21.57,33.75,26.37,33.35,11.55,34.2,0.5343
std,3.19,0.31,7.57,4.97,1.17,5.23,0.71,15.51,0.88,0.0044,3.14,1.48,2.8,8.75,1.02,7.53,0.55,19.45,10.07,0.0241
test mean,28.100720978925352,49.179521841665554,1.7913832199546487,33.33125787515585,37.5267025734635,31.997718195367973,35.41231536425816,14.285714285714286,46.29512493613146,0.5959285176153349,23.20914565199538,48.05239665066498,1.3262599469496021,20.24878035837155,34.10235127655753,25.068296515955687,33.64646590767749,6.756756756756757,34.80166688343283,0.544493121802695
test std,5.758013759589352,5.7019824548427875,4.674722931539298,14.090799540453839,5.064329691287853,12.844659421955914,4.984776500010489,34.992710611188265,15.339726110935702,0.05073612498268193,3.7782490862590516,3.3064149634565423,3.5089539934543637,10.17002813309654,1.8794682218939744,6.22759141551377,1.6312305236062772,17.876698047733722,6.2274833405010055,0.029692480558911827
