,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5186,0.0,50.0,0.0,0.4648
split 1,0.0,50.0,0.0,0.4964,0.0,50.0,0.0,0.4713
split 2,0.0,50.0,0.0,0.5115,0.0,50.0,0.0,0.4868
split 3,0.0,50.0,0.0,0.5027,0.0,50.0,0.0,0.4575
split 4,0.0,50.0,0.0,0.4961,0.0,50.0,0.0,0.6069
split 5,0.0,50.0,0.0,0.5169,0.0,50.0,0.0,0.4406
mean,0.0,50.0,0.0,0.507,0.0,50.0,0.0,0.488
std,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.055
test mean,0.0,50.0,0.0,0.5124844292141342,0.0,49.99999999999999,0.0,0.4611068472818187
test std,0.0,1.2089121657132305e-14,0.0,0.0769342344083584,0.0,1.879919374704706e-14,0.0,0.07211988400793647
