,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,83.12,83.14,83.24,0.916,76.62,69.48,62.1,0.9497
split 1,90.46,90.54,91.17,0.9675,79.52,74.24,66.0,0.8558
split 2,88.72,89.18,92.66,0.9646,66.67,62.68,60.23,0.726
split 3,74.97,75.41,76.35,0.8175,77.48,79.17,84.31,0.9081
split 4,61.11,68.35,79.24,0.7863,74.73,76.04,79.07,0.8429
split 5,78.24,78.75,80.17,0.8721,84.21,83.59,81.16,0.949
mean,79.44,80.9,83.81,0.8873,76.54,74.2,72.14,0.8719
std,9.82,7.73,6.09,0.069,5.31,6.73,9.64,0.0771
