,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.57,51.44,30.91,45.36,44.64,46.93,40.71,50.52,49.56,0.6438,30.91,45.29,18.27,29.16,34.66,34.84,34.11,33.27,37.15,0.5365
split 1,36.95,50.32,19.32,41.22,41.48,48.41,37.51,60.42,47.29,0.6283,38.77,51.47,22.83,42.01,42.16,46.04,41.5,56.78,39.83,0.5497
split 2,42.46,50.49,30.89,46.02,44.37,46.48,40.75,51.24,47.46,0.6424,28.23,38.56,21.19,24.94,29.83,29.2,31.38,28.37,27.86,0.5001
split 3,38.29,50.29,21.11,43.46,41.95,45.22,39.32,52.27,44.08,0.6324,29.74,38.86,26.15,24.2,31.76,33.76,29.83,32.13,39.33,0.544
split 4,39.6,52.18,25.04,41.59,43.09,46.47,39.77,52.07,47.56,0.6356,29.54,44.12,19.78,24.71,33.58,34.76,32.55,33.19,38.55,0.5145
split 5,37.48,50.95,17.59,43.89,42.18,48.01,38.69,58.94,46.39,0.6281,27.33,35.6,2.34,44.06,33.48,27.64,33.13,15.22,34.58,0.5475
mean,39.56,50.94,24.14,43.59,42.95,46.92,39.46,54.24,47.06,0.6351,30.75,42.32,18.43,31.51,34.24,34.37,33.75,33.16,36.21,0.532
std,2.25,0.68,5.28,1.77,1.2,1.05,1.14,3.91,1.63,0.0062,3.76,5.28,7.61,8.33,3.86,5.9,3.72,12.27,4.11,0.0184
test mean,35.29034153712276,47.70023018985875,19.85406504928477,38.31672937222474,40.5445364693177,43.17351086556612,38.87356485101902,45.21541440982181,45.43155333585751,0.6283020466403579,28.654815919034633,45.99344838093377,17.47963400237207,22.491365373798065,34.37063461051552,35.93377321521179,34.114483615687284,42.210056580108045,31.476779449840052,0.5193805712437126
test std,4.609287578973151,7.725251165738526,14.764551325747277,11.79471695605042,3.515781037288986,9.645647331153542,8.05542256786957,27.417399525300965,10.888973714062924,0.032448751018363614,4.43163590341114,3.4922464420256816,9.45933659956798,10.495834853429482,2.705170965329284,6.3375544216468285,2.0779025248493963,15.705291738369743,7.688591118972031,0.043186324103861716
