,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.72,52.28,31.23,38.66,43.21,45.1,40.51,47.41,47.37,0.6256,30.03,32.0,35.86,22.22,31.23,32.29,30.77,30.13,35.98,0.4595
split 1,37.74,49.36,27.44,36.41,40.4,42.52,38.21,47.49,41.85,0.6193,32.13,45.61,9.14,41.65,37.06,35.47,36.35,31.02,39.03,0.5097
split 2,40.52,49.52,29.88,42.16,42.47,44.25,39.49,47.8,45.48,0.6345,31.89,36.19,29.51,29.98,32.22,32.42,31.92,30.5,34.84,0.4814
split 3,40.2,50.34,29.1,41.18,42.47,44.48,39.8,49.06,44.57,0.6286,27.68,45.72,15.02,22.3,33.53,34.39,32.88,32.59,37.7,0.5204
split 4,39.95,50.37,32.17,37.3,42.09,44.12,39.3,48.48,44.57,0.6226,27.33,37.05,20.11,24.84,28.76,28.21,30.17,24.03,30.43,0.4807
split 5,38.18,49.43,27.46,37.65,40.7,42.26,38.38,44.13,44.28,0.6193,27.2,43.93,14.47,23.21,31.13,29.98,33.86,30.77,25.3,0.4794
mean,39.55,50.22,29.55,38.89,41.89,43.79,39.28,47.39,44.69,0.625,29.38,40.08,20.68,27.37,32.32,32.13,32.66,29.84,33.88,0.4885
std,1.16,1.01,1.77,2.09,1.01,1.04,0.79,1.57,1.64,0.0054,2.09,5.27,9.24,6.91,2.56,2.46,2.06,2.71,4.69,0.0204
test mean,34.82712330766388,49.67161713003479,20.07476845572831,34.73498433722855,39.46336544059217,40.70905004283608,38.62044342628405,43.85541583109812,39.65129087112604,0.5998793661980162,28.83109931133614,46.027465732964714,12.757123370809602,27.70870883023411,35.280910183163634,36.3131496145113,34.21212290807746,37.154512597218904,37.57281333823753,0.5127690691593825
test std,5.712389545184696,3.5417692116672717,13.388083942834331,10.859831325264407,4.302222590406955,10.906465434769556,3.19018083891635,27.18726137176002,8.615231591785468,0.04121589789792867,4.801287290498118,6.498202440474445,14.301814849476514,9.956807092532847,3.261585546094383,12.262318591550756,2.949716455002517,30.17281106692628,13.973398866319748,0.05008397172805896
