,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4987,0.0,50.0,0.0,0.4838
split 1,0.0,50.0,0.0,0.5196,0.0,50.0,0.0,0.4624
split 2,0.0,50.0,0.0,0.4933,0.0,50.0,0.0,0.4835
split 3,0.0,50.0,0.0,0.4956,0.0,50.0,0.0,0.4916
split 4,0.0,50.0,0.0,0.5292,0.0,50.0,0.0,0.4717
split 5,0.0,50.0,0.0,0.5086,0.0,50.0,0.0,0.458
mean,0.0,50.0,0.0,0.5075,0.0,50.0,0.0,0.4752
std,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0121
test mean,0.0,50.0,0.0,0.5231633661829735,0.0,49.99999999999999,0.0,0.5397807441702199
test std,0.0,1.2306961192854808e-14,0.0,0.05938917093391617,0.0,1.3759600911837627e-14,0.0,0.07194804496503243
