,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,39.12,50.29,31.4,35.66,41.56,43.82,38.68,47.33,45.43,0.6131,30.97,46.49,17.84,28.58,34.96,35.01,35.27,36.14,33.63,0.5204
split 1,41.09,49.54,34.0,39.72,42.55,43.97,39.92,47.59,44.4,0.6207,24.82,43.13,21.75,9.57,30.2,27.28,31.77,29.63,20.46,0.4811
split 2,43.48,49.92,41.43,39.08,44.37,45.59,41.09,48.21,47.48,0.6334,32.18,38.68,23.5,34.37,33.1,32.79,32.99,29.64,35.73,0.4829
split 3,41.19,51.85,34.87,36.85,43.36,45.54,40.26,49.36,47.01,0.6276,33.55,38.52,35.35,26.79,34.04,33.8,36.05,33.19,32.15,0.4985
split 4,41.88,48.71,38.41,38.52,42.83,43.94,39.99,46.43,45.4,0.6182,29.3,41.3,23.82,22.78,31.12,30.7,33.43,33.68,24.98,0.4998
split 5,41.35,49.09,35.81,39.15,42.62,44.22,39.6,48.63,44.43,0.6187,27.75,40.67,13.1,29.49,30.05,27.7,34.02,19.94,29.12,0.4655
mean,41.35,49.9,35.99,38.16,42.88,44.51,39.92,47.92,45.69,0.622,29.76,41.46,22.56,25.26,32.24,31.21,33.92,30.37,29.35,0.4914
std,1.28,1.01,3.21,1.43,0.85,0.75,0.72,0.94,1.18,0.0067,2.9,2.74,6.81,7.82,1.9,2.93,1.42,5.2,5.24,0.0174
test mean,34.636978396582265,45.878386119227905,30.653782483589733,27.37876658692917,38.888514824626306,39.57564937964878,37.548750411514945,47.32419576642542,33.85400196100603,0.6057801211788189,27.336090815955586,40.25609559128755,21.975074433168402,19.777102423410803,31.546483830520366,30.981722968705096,30.982987790228634,35.47437204558999,26.487809070296667,0.5304886989313007
test std,6.0873624190336715,7.5127309144399534,10.925138459016098,17.442700529969816,4.4868635127984104,9.094621010990785,3.9840746393887323,16.118023651258262,18.097240525762793,0.04418019866441404,3.852319512527057,7.271500471544374,8.584130510422982,12.54438009561403,3.4660839299924118,5.4038091448508565,2.8270435682083948,14.291497109701915,10.398158143725949,0.04079579568182188
