,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.527,0.0,50.0,0.0,0.5213
split 1,0.0,50.0,0.0,0.5,0.0,50.0,0.0,0.4547
split 2,0.0,50.0,0.0,0.481,0.0,50.0,0.0,0.5723
split 3,0.0,50.0,0.0,0.5296,0.0,50.0,0.0,0.4908
split 4,0.0,50.0,0.0,0.5071,0.0,50.0,0.0,0.5057
split 5,0.0,50.0,0.0,0.4895,0.0,50.0,0.0,0.4512
mean,0.0,50.0,0.0,0.5057,0.0,50.0,0.0,0.4994
std,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0413
test mean,0.0,50.0,0.0,0.501736865850672,0.0,50.0,0.0,0.46322779727504054
test std,0.0,1.3242969264071197e-14,0.0,0.05550849260921887,0.0,1.6280579355608324e-14,0.0,0.08010267857373339
