,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.98,51.95,33.33,40.65,44.08,46.75,40.64,52.88,46.73,0.6403,30.25,45.17,15.62,29.96,34.38,35.33,34.3,38.36,33.33,0.5205
split 1,40.91,51.47,32.05,39.21,43.17,45.55,40.12,50.78,45.75,0.6285,29.25,48.08,9.27,30.41,34.49,31.95,37.27,27.89,30.67,0.5424
split 2,44.24,52.04,37.71,42.97,45.68,48.15,41.48,53.83,49.13,0.6371,34.79,40.73,30.4,33.22,35.64,36.87,33.75,42.04,34.82,0.5336
split 3,42.87,51.26,38.22,39.14,44.25,46.27,41.2,53.54,44.07,0.6404,33.44,45.43,30.38,24.52,35.23,34.56,36.9,37.26,29.51,0.5237
split 4,41.57,52.22,33.23,39.27,43.85,46.65,40.62,53.49,45.83,0.638,26.51,41.47,30.64,7.41,30.95,27.66,32.04,31.88,19.05,0.4846
split 5,38.95,51.0,26.99,38.87,41.89,44.55,39.46,50.82,43.36,0.6198,35.22,47.29,36.98,21.38,38.07,38.75,37.73,37.62,40.91,0.5785
mean,41.75,51.66,33.59,40.02,43.82,46.32,40.59,52.56,45.81,0.634,31.58,44.7,25.55,24.48,34.79,34.19,35.33,35.84,31.38,0.5306
std,1.64,0.44,3.75,1.44,1.15,1.11,0.67,1.27,1.87,0.0075,3.16,2.74,9.72,8.59,2.11,3.58,2.09,4.63,6.61,0.027999999999999997
test mean,39.985782327838955,52.82503369649148,29.487947165030437,37.6443661219949,43.77220418445447,48.298452424785964,40.88266724454248,53.21498718696806,50.79770284284735,0.6355759297072106,31.007335140043224,46.12665871204532,20.681243303444365,26.214103404639985,35.83178701223061,38.79303747817345,37.706487842451715,44.32096695538601,34.35165763668263,0.5274935616662155
test std,7.498134680682254,5.429232279339473,14.133825156177062,10.070597133893905,6.248845958007733,10.04011330642231,3.8404803222150012,20.54254160823077,13.870009856798882,0.05496448407655963,6.406345408067828,4.816015325297915,8.918415441222496,11.529025666438304,5.244439596569844,9.446053340021175,7.981644071439965,19.94674931899497,7.5124681144922585,0.04646006684599451
