,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.576,0.0,50.0,0.0,0.484
split 1,0.0,50.0,0.0,0.553,0.0,50.0,0.0,0.517
split 2,0.0,50.0,0.0,0.5966,0.0,50.0,0.0,0.4357
split 3,0.0,50.0,0.0,0.5924,0.0,50.0,0.0,0.4364
split 4,0.0,50.0,0.0,0.5684,0.0,50.0,0.0,0.4974
split 5,0.0,50.0,0.0,0.5654,0.0,50.0,0.0,0.5599
mean,0.0,50.0,0.0,0.5753,0.0,50.0,0.0,0.4884
std,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0438
test mean,0.0,50.0,0.0,0.5577443553680917,0.0,50.00000000000001,0.0,0.56688363505957
test std,0.0,1.9561161980496004e-14,0.0,0.10553550786882056,0.0,1.464821375527116e-14,0.0,0.06407922525029729
