,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.04,51.32,1.62,37.16,38.83,44.91,37.02,53.56,44.14,0.5878,27.06,42.06,0.0,39.12,33.91,22.97,32.56,0.0,36.34,0.5447
split 1,24.05,50.61,1.07,20.47,35.86,48.84,34.63,64.88,47.01,0.5852,19.94,49.4,0.0,10.42,33.38,21.62,33.52,0.0,31.33,0.4494
split 2,22.32,50.18,0.0,16.77,35.07,27.34,34.09,0.0,47.93,0.577,21.98,50.65,0.0,15.3,35.21,27.52,34.33,0.0,48.22,0.5511
split 3,31.42,49.42,6.01,38.84,38.35,46.05,37.15,61.4,39.61,0.5858,27.12,43.7,1.7,35.97,33.8,31.68,33.39,26.92,34.73,0.5501
split 4,28.48,50.04,6.98,28.43,36.97,45.68,35.34,59.76,41.93,0.5845,21.44,48.5,0.0,15.81,33.07,22.42,33.35,0.0,33.9,0.5289
split 5,29.71,49.13,0.0,40.01,38.01,25.99,36.43,0.0,41.54,0.5799,19.66,49.32,0.0,9.67,32.87,19.81,33.6,0.0,25.83,0.5568
mean,27.67,50.12,2.61,30.28,37.18,39.8,35.78,39.94,43.69,0.5834,22.87,47.27,0.28,21.05,33.71,24.34,33.46,4.49,35.06,0.5301
std,3.32,0.72,2.82,9.11,1.36,9.38,1.17,28.44,2.98,0.0037,3.09,3.2,0.63,11.92,0.77,4.03,0.52,10.03,6.78,0.0371
test mean,24.803512947998396,48.38383079734395,0.4329004329004336,25.593807613750805,35.84678864245171,25.421286045305163,35.0895122546082,4.761904761904762,36.41244111940254,0.575662885760735,25.070630643704796,44.775228405582986,0.735294117647059,29.701369407884346,34.42292000772314,30.108626452894672,34.33919091802127,12.5,43.486688440662746,0.5342970179432925
test std,5.365064154120538,5.284454662596183,1.9359895909089124,16.922673343113576,3.5558154522778795,11.673516016617825,2.286643214773487,21.295885499998,24.741876809127838,0.06566312835427665,4.294198340780302,5.649585330496449,1.9454053757827876,14.201770957882033,2.2946703945597458,12.680797834789116,2.12456829718504,33.071891388307385,21.641904909926158,0.0313104721232889
