,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5515,0.0,50.0,0.0,0.4803
split 1,2.16,50.43,82.7,0.524,3.42,49.54,39.78,0.5341
split 2,0.0,50.0,0.0,0.5022,0.0,50.0,0.0,0.4921
split 3,2.91,50.56,79.98,0.5308,0.0,49.53,0.0,0.5337
split 4,0.0,50.0,0.0,0.5126,0.0,50.0,0.0,0.5138
split 5,0.0,50.0,0.0,0.5257,0.0,50.0,0.0,0.5064
mean,0.85,50.16,27.11,0.5245,0.57,49.85,6.63,0.5101
std,1.21,0.24,38.35,0.0153,1.27,0.22,14.83,0.0199
