,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5003,0.0,50.0,0.0,0.4711
split 1,0.0,50.0,0.0,0.563,0.0,50.0,0.0,0.5354
split 2,0.0,50.0,0.0,0.5326,0.0,50.0,0.0,0.5275
split 3,3.55,50.72,83.1,0.5248,0.0,49.53,0.0,0.4587
split 4,0.0,50.0,0.0,0.5263,0.0,50.0,0.0,0.5465
split 5,0.0,50.0,0.0,0.5497,0.0,50.0,0.0,0.4557
mean,0.59,50.12,13.85,0.5328,0.0,49.92,0.0,0.4991
std,1.32,0.27,30.97,0.0198,0.0,0.17,0.0,0.038
test mean,0.0,50.0,0.0,0.5040364024336613,0.0,50.0,0.0,0.4607866911510185
test std,0.0,1.3242969264071197e-14,0.0,0.07245418787804418,0.0,1.6280579355608324e-14,0.0,0.07627957922644121
