,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.78,51.01,20.66,38.66,41.55,49.0,37.24,58.99,50.78,0.6231,29.97,45.6,19.56,24.76,34.21,34.58,33.79,32.95,37.0,0.5096
split 1,33.79,50.52,10.56,40.28,40.19,47.45,37.07,58.73,46.54,0.6081,28.07,45.66,5.87,32.69,34.06,32.1,34.57,27.96,33.77,0.5013
split 2,40.87,48.42,33.84,40.36,42.24,44.0,38.82,47.34,45.84,0.6144,30.79,43.95,14.29,34.13,34.45,34.2,34.44,33.4,34.75,0.5493
split 3,38.14,49.37,23.58,41.46,41.36,45.12,38.17,52.96,44.24,0.6214,27.44,46.87,8.06,27.38,34.16,33.37,33.95,30.25,35.9,0.5165
split 4,36.75,50.2,18.84,41.2,41.11,46.08,38.13,55.83,44.26,0.6106,34.33,46.27,24.66,32.06,37.87,44.73,34.06,57.9,42.22,0.555
split 5,36.52,50.02,19.08,40.45,40.95,47.1,37.68,59.12,44.52,0.6085,31.51,46.18,16.5,31.84,36.08,38.34,33.85,37.34,43.83,0.5457
mean,37.14,49.92,21.09,40.4,41.23,46.46,37.85,55.49,46.03,0.6144,30.35,45.76,14.82,30.48,35.14,36.22,34.11,36.63,37.91,0.5296
std,2.12,0.83,6.94,0.9,0.62,1.63,0.59,4.26,2.29,0.006,2.28,0.91,6.43,3.29,1.4,4.26,0.3,9.94,3.78,0.0211
test mean,35.294600960908056,49.459306796755016,18.4734489573821,37.95104712858707,40.63371549736462,42.29540028328555,38.15133429017819,42.94517873495186,45.789687824726606,0.6171971616397192,24.23128836563749,43.60997230351584,8.760008372140042,20.323884421256594,32.04475662105399,29.831194216577508,31.347548120276116,29.33490263709107,28.811131892365335,0.5297182070575965
test std,9.847564780178567,7.6446661833929115,17.257883085541593,12.78543356051927,7.085189891784648,13.091438581592532,7.567261870824079,31.032482338828846,14.242465101972451,0.05518421507268627,2.6562149294531503,8.856893696390287,8.067737620198702,11.621656293948615,2.4195698159015944,5.651414935581199,5.368587750511582,20.519413123285823,7.601275163570542,0.03267862201753762
