,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5226,0.0,50.0,0.0,0.5336
split 1,0.0,50.0,0.0,0.5441,0.0,50.0,0.0,0.382
split 2,0.0,50.0,0.0,0.4721,0.0,50.0,0.0,0.4925
split 3,0.0,50.0,0.0,0.4824,0.0,50.0,0.0,0.4483
split 4,0.0,50.0,0.0,0.5226,0.0,50.0,0.0,0.5383
split 5,0.0,50.0,0.0,0.4891,0.0,50.0,0.0,0.3637
mean,0.0,50.0,0.0,0.5055,0.0,50.0,0.0,0.4597
std,0.0,0.0,0.0,0.0258,0.0,0.0,0.0,0.0684
test mean,0.0,50.0,0.0,0.4817912241570143,0.0,50.0,0.0,0.5342598788479608
test std,0.0,1.58043751534181e-14,0.0,0.10797203337615949,0.0,1.6280579355608324e-14,0.0,0.04674544972450875
