,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,49.04915344281599,33.89703119128148,38.04357039925406,75.20685873791244,48.16457255481645,50.42923022288608,34.480122324159034,35.14487079091621,81.66269755358302,0.718099173553719
test tissue 1,47.63836967530626,21.45574435708851,46.065259117082505,75.39410555174777,50.84461637653127,46.92609193793603,31.14874815905746,41.95804195804192,67.6714856967087,0.698121706229449
test tissue 2,46.84764236645474,22.898337047115252,47.06223765352129,70.58235239872768,50.29782407297433,47.68789566982009,38.58915612616225,41.7445024637788,62.730028419519215,0.715291532333849
test tissue 3,50.073032337475695,56.59700173932246,17.51097506749634,76.1111202056083,55.16106183789109,54.03330890040718,45.17209466308223,43.28447029961499,73.64336173852433,0.759699652089664
test tissue 4,52.17775411263896,48.265443119932165,34.07719057227499,74.19062864570972,54.10151563144912,51.85519410547011,47.012700527459685,42.211397332539214,66.34148445641145,0.7485663686962388
test tissue 5,48.5583861401135,34.33095790203945,36.99966655263057,74.34453396567048,50.10873504893076,47.79811658840661,36.27551638024954,40.01273813760938,67.10609524736091,0.7110118403979239
test tissue 6,55.52013408199059,28.647214854111404,51.563981042654014,86.34920634920634,57.22585330428469,55.399456889364494,36.61016949152542,45.63758389261744,83.9506172839506,0.7881113423517169
test tissue 7,55.413840700530464,36.2268881228455,55.530097896271656,74.48453608247422,57.63757115749525,56.974114435044015,53.37026777469988,49.49870033419981,68.05337519623235,0.7795681423611112
test tissue 8,50.89949417152176,32.20696937698,46.43119449823064,74.06031863935466,53.09346391313604,51.80437749402804,46.35629149668029,42.05878795209875,66.99805303330507,0.7372446240167521
test mean,50.68642300320533,34.94728752341291,41.476019199935116,75.63596228626798,52.95946821083433,51.434198471484734,41.0016741047862,42.394565906824056,70.90635540284396,0.7395238202256026
test std,2.9738679481733294,10.664598112729506,10.734111085339553,4.059914920779292,3.143433761442229,3.3676970353787574,6.849426520959647,3.6631564628497792,6.906952379869983,0.02987308143497434
