,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5207,0.0,50.0,0.0,0.4943
split 1,0.0,50.0,0.0,0.5232,0.0,50.0,0.0,0.5297
split 2,0.0,50.0,0.0,0.5301,0.0,50.0,0.0,0.5301
split 3,0.0,50.0,0.0,0.5325,0.0,50.0,0.0,0.483
split 4,0.0,50.0,0.0,0.5079,0.0,50.0,0.0,0.5079
split 5,0.0,50.0,0.0,0.505,0.0,50.0,0.0,0.5865
mean,0.0,50.0,0.0,0.5199,0.0,50.0,0.0,0.5219
std,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,0.0336
test mean,0.0,49.99999999999999,0.0,0.5314773888458137,0.0,50.0,0.0,0.5023569056836885
test std,0.0,1.6782874073260303e-14,0.0,0.07905352258686785,0.0,1.703821625409574e-14,0.0,0.08036771390712993
