,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.49641577060931935
train tissue 1,0.0,50.000000000000014,0.0,0.5886666666666668
train tissue 2,0.0,49.999999999999986,0.0,0.44122257053291525
train tissue 3,0.0,50.0,0.0,0.6458333333333333
train tissue 4,0.0,49.99999999999997,0.0,0.4327485380116959
train tissue 5,0.0,50.000000000000014,0.0,0.47523219814241513
train tissue 6,0.0,49.999999999999986,0.0,0.5548589341692788
train tissue 7,0.0,50.00000000000002,0.0,0.4772727272727276
train tissue 8,0.0,50.00000000000002,0.0,0.5434782608695654
train tissue 9,0.0,50.000000000000014,0.0,0.41388888888888936
train tissue 10,0.0,49.99999999999997,0.0,0.3956989247311823
train tissue 11,0.0,50.0,0.0,0.5477011494252875
train tissue 12,0.0,50.0,0.0,0.530864197530864
train tissue 13,0.0,50.0,0.0,0.6727272727272727
train tissue 14,0.0,50.0,0.0,0.4557823129251701
train tissue 15,0.0,49.99999999999999,0.0,0.5467948717948721
train tissue 16,0.0,50.00000000000002,0.0,0.4225543478260871
train tissue 17,0.0,50.00000000000002,0.0,0.6279761904761904
train tissue 18,0.0,50.0,0.0,0.4465528146742569
train mean,0.0,50.0,0.0,0.5113826300319996
train std,0.0,1.5378302753758526e-14,0.0,0.07994125848520017
test tissue 0,0.0,50.0,0.0,0.48589341692789945
test tissue 1,0.0,50.000000000000014,0.0,0.528846153846154
test tissue 2,0.0,50.000000000000014,0.0,0.5657894736842105
test tissue 3,0.0,50.0,0.0,0.3086419753086419
test tissue 4,0.0,50.00000000000002,0.0,0.7532051282051284
test tissue 5,0.0,50.0,0.0,0.5268620268620273
test tissue 6,0.0,50.000000000000014,0.0,0.46279491833030834
test tissue 7,0.0,49.999999999999986,0.0,0.502463054187192
test mean,0.0,50.00000000000001,0.0,0.5168120184189452
test std,0.0,1.0950198975068616e-14,0.0,0.11507648717649031
