,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5192,0.0,50.0,0.0,0.4869
split 1,0.0,50.0,0.0,0.5371,0.0,50.0,0.0,0.4789
split 2,0.0,50.0,0.0,0.5196,0.0,50.0,0.0,0.4685
split 3,0.0,50.0,0.0,0.5137,0.0,50.0,0.0,0.5168
split 4,0.0,50.0,0.0,0.5234,0.0,50.0,0.0,0.5137
split 5,0.0,50.0,0.0,0.5234,0.0,50.0,0.0,0.4923
mean,0.0,50.0,0.0,0.5227,0.0,50.0,0.0,0.4929
std,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0175
test mean,0.0,50.0,0.0,0.5113826300319996,0.0,50.00000000000001,0.0,0.5168120184189452
test std,0.0,1.5378302753758526e-14,0.0,0.07994125848520017,0.0,1.0950198975068616e-14,0.0,0.11507648717649031
