,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5239,0.0,50.0,0.0,0.5161
split 1,0.0,50.0,0.0,0.4821,0.0,50.0,0.0,0.4961
split 2,0.0,50.0,0.0,0.478,0.0,50.0,0.0,0.4828
split 3,0.0,50.0,0.0,0.4895,0.0,50.0,0.0,0.4515
split 4,0.0,50.0,0.0,0.4677,0.0,50.0,0.0,0.5717
split 5,0.0,50.0,0.0,0.477,0.0,50.0,0.0,0.4872
mean,0.0,50.0,0.0,0.4864,0.0,50.0,0.0,0.5009
std,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.037
test mean,0.0,50.0,0.0,0.5191528128946399,0.0,50.0,0.0,0.490933011821493
test std,0.0,1.4761154623573517e-14,0.0,0.06165218142291412,0.0,1.2047838252593955e-14,0.0,0.07951958434716515
