,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5259,0.0,50.0,0.0,0.4421
split 1,0.0,50.0,0.0,0.5216,0.0,50.0,0.0,0.4733
split 2,0.0,50.0,0.0,0.5239,0.0,50.0,0.0,0.5086
split 3,0.0,50.0,0.0,0.5203,0.0,50.0,0.0,0.5153
split 4,0.0,50.0,0.0,0.4841,0.0,50.0,0.0,0.5406
split 5,0.0,50.0,0.0,0.5087,0.0,50.0,0.0,0.5249
mean,0.0,50.0,0.0,0.5141,0.0,50.0,0.0,0.5008
std,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0333
test mean,0.0,50.0,0.0,0.5255408942989481,0.0,50.00000000000001,0.0,0.5111901267412209
test std,0.0,1.6623791107849736e-14,0.0,0.08966312049412287,0.0,1.5688358818848954e-14,0.0,0.10055580283498071
