,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,29.98,33.81,44.41,11.71,34.71,36.83,35.94,33.62,40.94,0.5227,23.03,19.73,49.37,0.0,34.21,23.38,36.0,34.15,0.0,0.5053
split 1,37.1,37.72,45.1,28.47,38.36,38.72,37.58,38.1,40.48,0.562,35.59,38.67,43.9,24.19,37.25,37.47,36.46,37.5,38.46,0.5314
split 2,47.68,48.35,48.95,45.74,47.73,47.79,48.99,46.52,47.86,0.6539,32.45,30.63,33.52,33.19,32.46,32.46,31.14,32.6,33.63,0.4844
split 3,34.58,42.17,43.68,17.9,37.69,39.4,36.49,37.71,44.0,0.5653,30.54,27.54,27.92,36.15,31.09,31.2,29.49,33.08,31.05,0.4809
split 4,43.36,42.48,42.98,44.63,43.37,43.36,42.44,43.34,44.31,0.6072,30.42,33.46,37.5,20.29,31.54,30.8,32.37,32.76,27.27,0.4739
split 5,31.56,38.58,44.91,11.19,36.04,35.97,37.28,35.37,35.26,0.5447,27.73,33.9,42.34,6.94,32.89,31.91,34.97,32.19,28.57,0.4979
mean,37.38,40.52,45.01,26.6,39.65,40.35,39.79,39.11,42.14,0.576,29.96,30.66,39.09,20.13,33.24,31.21,33.4,33.71,26.5,0.4956
std,6.3,4.56,1.91,14.32,4.51,4.07,4.63,4.47,3.92,0.0432,3.9,5.94,7.04,13.06,2.05,4.14,2.58,1.8,12.39,0.0191
