,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,39.66,52.16,28.91,37.91,43.15,48.39,38.74,55.0,51.44,0.6348,21.88,45.71,8.63,11.3,31.52,32.27,31.6,37.54,27.67,0.5049
split 1,38.62,50.68,30.54,34.63,41.61,44.97,38.14,48.63,48.13,0.6183,30.45,45.09,18.9,27.36,34.58,35.98,33.23,33.24,41.48,0.5428
split 2,40.16,52.6,28.06,39.83,43.43,46.99,39.69,51.06,50.23,0.6326,27.69,43.21,29.36,10.49,32.58,32.73,32.31,33.26,32.63,0.5016
split 3,41.72,50.5,36.52,38.15,43.5,46.63,39.15,47.17,53.57,0.6309,28.74,39.07,19.03,28.12,30.27,29.53,33.14,27.98,27.47,0.4987
split 4,39.66,50.64,29.25,39.08,42.19,44.51,39.02,47.14,47.35,0.6245,30.27,40.99,15.6,34.24,33.15,34.1,33.87,37.05,31.38,0.4908
split 5,36.68,51.2,28.75,30.1,40.8,45.01,37.59,48.05,49.38,0.6261,27.51,49.05,19.33,14.14,34.78,34.22,35.01,34.59,33.07,0.4684
mean,39.42,51.3,30.34,36.62,42.45,46.08,38.72,49.51,50.02,0.6279,27.76,43.86,18.48,20.94,32.81,33.14,33.19,33.94,32.28,0.5012
std,1.53,0.81,2.86,3.34,1.0,1.38,0.69,2.78,2.07,0.0056,2.86,3.25,6.12,9.29,1.6,2.0,1.09,3.15,4.67,0.0221
test mean,35.04937565232115,49.025105221434785,25.89786692037211,30.225154815156543,39.80457641238286,43.79125112406499,37.143822496916094,47.1146047677636,47.11532610751527,0.6073923314201984,32.180226998046436,44.401245411044435,20.772079615094484,31.367355968000368,35.71015222345076,37.282795000583356,34.27686057093951,41.42412780414274,36.14739662666784,0.5492292482082505
test std,6.427520119485784,4.949788804148118,13.278484380195808,11.889903774960368,4.388781916677432,8.819596848238106,4.0873635374049915,16.806571961897316,15.154419020284008,0.03628994220491526,5.51760677702739,5.158405631139834,8.809308409441954,9.052571798474215,3.9481581520869797,5.013059929341009,4.089358966173622,9.758746038306779,6.492504394463093,0.042408998739888286
