,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.36,49.96,1.27,18.85,35.29,42.99,34.09,46.55,48.32,0.5893,18.6,50.22,0.0,5.59,33.98,29.79,33.64,0.0,55.72,0.5317
split 1,17.83,50.26,0.35,2.9,33.76,37.25,33.61,28.87,49.27,0.587,19.16,50.75,0.0,6.72,34.05,23.52,34.18,0.0,36.37,0.535
split 2,18.52,50.19,0.8,4.58,33.9,39.82,33.63,35.98,49.86,0.5907,17.21,50.17,1.45,0.0,33.58,29.02,33.49,53.58,0.0,0.551
split 3,17.47,50.15,0.37,1.9,33.62,39.63,33.5,32.7,52.67,0.5875,17.69,50.33,0.0,2.74,33.6,20.58,33.7,0.0,28.03,0.5477
split 4,21.97,50.01,1.43,14.46,34.83,45.13,33.91,53.3,48.2,0.5827,20.86,48.59,0.0,13.98,33.36,23.24,33.09,0.0,36.62,0.5799
split 5,17.7,50.26,1.1,1.73,33.72,41.46,33.6,45.57,45.2,0.5931,18.66,49.58,2.08,4.3,33.7,49.77,33.21,49.19,66.91,0.4804
mean,19.48,50.14,0.89,7.4,34.19,41.05,33.72,40.5,48.92,0.5884,18.69,49.94,0.59,5.56,33.71,29.32,33.55,17.13,37.28,0.5376
std,2.31,0.11,0.42,6.73,0.64,2.54,0.21,8.59,2.23,0.0033,1.16,0.69,0.85,4.34,0.24,9.71,0.36,24.26,21.19,0.0299
test mean,19.038547291149115,50.588057251777606,1.7423707279630536,4.7852138937066915,34.388060052847706,22.1045664377546,33.93835035258528,10.593671199731805,21.78167776094671,0.5659240822449045,17.722825198772618,48.02810012910752,0.9259259259259258,4.214449541284403,32.690018315018314,16.350325459900073,32.48571089297456,12.5,4.0652654867256635,0.557347575539975
test std,3.956552697413338,1.2504655173151025,4.812561188496758,7.899402806386079,1.9463709617198113,16.086013854222376,1.1730069345843468,26.857944819469825,35.65278751212021,0.08826417304265263,2.2620386770157475,4.667349938419948,2.4497697324672134,11.150385399268773,1.6188138805227474,11.061365135518756,2.0293605442401033,33.071891388307385,10.755681491330055,0.04134258062726802
