,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.09,49.3,34.8,45.16,44.18,45.37,41.99,49.88,44.23,0.6428,33.84,37.21,25.92,38.39,34.47,34.18,33.92,32.14,36.49,0.5132
split 1,41.13,49.99,29.61,43.8,43.08,44.89,41.21,50.6,42.85,0.6292,35.74,37.33,33.83,36.05,35.96,37.36,31.74,42.56,37.78,0.4928
split 2,42.33,49.61,32.78,44.6,43.89,46.32,41.03,54.14,43.8,0.6284,33.02,46.82,30.41,21.83,35.68,34.91,36.72,38.8,29.22,0.5496
split 3,41.66,49.38,32.28,43.32,43.16,44.68,40.71,49.43,43.9,0.6275,28.06,41.45,7.78,34.95,32.41,29.78,33.11,23.23,33.01,0.526
split 4,43.92,48.97,37.14,45.67,44.76,46.06,41.12,49.75,47.31,0.6313,30.79,36.4,21.5,34.48,31.77,31.28,32.47,28.92,32.46,0.4862
split 5,42.44,49.66,34.84,42.83,43.64,44.97,41.23,49.58,44.11,0.628,33.45,45.28,23.33,31.74,35.42,35.26,36.11,28.53,41.14,0.5273
mean,42.43,49.48,33.58,44.23,43.78,45.38,41.22,50.56,44.37,0.6312,32.48,40.75,23.79,32.91,34.28,33.8,34.01,32.36,35.02,0.5159
std,0.91,0.32,2.37,1.0,0.58,0.61,0.39,1.64,1.39,0.0053,2.45,4.1,8.28,5.33,1.63,2.54,1.83,6.53,3.9,0.0216
test mean,38.892348657803275,46.04091276504086,26.933838713024947,43.702294495344006,41.77766662735532,42.988568842561634,38.95500987482945,46.33040370738385,43.68029294547162,0.6131709805524906,28.32392941637742,38.31656518775057,14.678890345149476,31.976332716232214,31.652987155982146,31.372673263359218,32.5639347036617,31.874825498263863,29.679259588152085,0.5179912548961929
test std,5.287021864488179,9.526265572575472,14.617014017127243,6.370630686610865,4.604771572885294,8.261775456986319,6.181539042379891,20.059202220120977,6.923558450494528,0.05173937447655652,2.9222361713301557,4.120187115400636,7.0387710559903365,9.31322988085197,3.4079494544762716,4.163507142206691,3.450124606552322,7.458966102646896,4.16762174533635,0.02938489066960336
