,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.1,50.25,1.65,2.39,33.96,63.78,33.57,83.23,74.54,0.5753,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.555
split 1,18.93,50.04,0.0,6.76,33.94,27.21,33.58,0.0,48.05,0.5794,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5172
split 2,23.94,51.16,9.05,11.63,36.28,52.63,34.67,66.91,56.31,0.5856,22.89,47.72,13.75,7.19,33.02,34.68,32.98,30.92,40.14,0.5228
split 3,20.24,50.23,0.4,10.09,34.31,58.73,33.89,100.0,42.3,0.5792,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5361
split 4,19.84,50.2,0.37,8.94,34.19,58.63,33.82,100.0,42.08,0.581,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5193
split 5,16.64,49.91,0.0,0.0,33.24,11.1,33.29,0.0,0.0,0.5796,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5402
mean,19.62,50.3,1.91,6.64,34.32,45.35,33.8,58.36,43.88,0.58,17.7,49.62,2.29,1.2,33.28,15.04,33.27,5.15,6.69,0.5318
std,2.27,0.4,3.24,4.17,0.94,19.37,0.43,42.76,22.52,0.0031,2.32,0.85,5.13,2.68,0.12,8.78,0.13,11.52,14.96,0.0134
test mean,17.553446996008795,49.90084660548619,0.47846889952153104,2.281025483018659,33.500812403068046,18.109674584456364,33.37395715610127,5.2631578947368425,15.691908702530982,0.5786981889739305,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.11111111111111,33.333333333333336,0.0,0.0,0.5341438370457441
test std,1.761870361880017,1.1302985099483591,2.029971620631237,5.097520925939564,1.0995954827126848,12.71924580660114,0.6316029573619445,22.329687826943612,33.23398153763188,0.04464460174055261,9.890336306082086e-15,2.7404298600226994e-14,0.0,0.0,9.057678187205881e-15,8.837263695108354e-15,2.5246774277490927e-14,0.0,0.0,0.03972847537505099
