,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,27.16,35.71,0.0,45.75,34.84,23.48,36.32,0.0,34.13,0.5428,22.1,28.46,0.0,37.86,28.31,18.77,27.59,0.0,28.71,0.4916
split 1,17.42,49.44,2.82,0.0,32.91,18.61,33.14,22.7,0.0,0.5452,17.88,50.55,3.09,0.0,33.87,23.73,33.82,37.37,0.0,0.5527
split 2,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.4728,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.471
split 3,16.67,0.0,50.0,0.0,33.33,11.11,0.0,33.33,0.0,0.5076,16.67,0.0,50.0,0.0,33.33,11.11,0.0,33.33,0.0,0.4749
split 4,43.22,42.73,47.85,39.08,43.36,43.21,42.81,45.78,41.03,0.6157,30.25,34.99,30.76,24.99,30.55,30.42,31.44,33.05,26.77,0.4904
mean,24.23,25.58,20.13,26.97,35.55,21.51,22.45,20.36,21.7,0.5368,20.71,22.8,16.77,22.57,31.88,19.03,18.57,20.75,17.76,0.4961
std,10.3,21.33,23.54,22.29,3.96,11.83,18.6,18.16,17.92,0.0475,5.17,19.95,20.25,20.05,2.13,7.45,15.29,17.01,14.66,0.0295
