,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.21,39.62,7.5,43.51,35.4,36.69,35.17,39.6,35.3,0.5419,23.54,32.44,0.0,38.19,29.66,19.73,29.16,0.0,30.02,0.4997
split 1,22.64,48.72,0.89,18.33,33.71,40.21,33.67,53.39,33.58,0.5511,21.99,48.36,0.0,17.61,33.44,22.81,33.26,0.0,35.18,0.5166
split 2,41.69,44.52,44.86,35.7,41.95,41.75,42.68,43.14,39.43,0.5979,31.48,35.24,39.47,19.74,33.21,33.36,31.18,35.04,33.88,0.492
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5505,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5272
split 4,42.54,44.99,47.02,35.62,43.02,42.92,43.34,43.29,42.12,0.6147,32.58,33.42,35.4,28.94,32.96,33.83,31.22,31.95,38.33,0.4869
mean,30.75,45.57,20.06,26.63,37.48,34.54,37.64,35.88,30.09,0.5712,25.25,39.89,14.97,20.9,32.52,24.17,31.63,13.4,27.48,0.5045
std,10.23,3.64,21.31,15.66,4.16,11.9,4.44,18.52,15.34,0.0293,6.0,7.65,18.38,12.75,1.44,8.6,1.55,16.44,14.0,0.0152
