,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,57.274033751458994,61.090416525567214,73.46319251201624,37.26849221679353,59.15250061591524,57.44438863876931,56.374999999999986,67.5663099115868,48.39185600472115,0.8057438016528926
test tissue 1,39.60918755401721,38.05668016194329,37.206526064464775,43.56435643564356,39.57446808510638,39.74071884165924,36.29343629343628,38.30397378123718,44.624746450304244,0.5773613801180127
test tissue 2,57.35140015090227,62.99737948377104,63.1655897886057,45.89123118033009,57.83102121291305,57.272927213084664,60.02533190987005,61.28208994398744,50.5113597853965,0.7617502060171465
test tissue 3,51.27225819190658,51.10863731775546,48.451612700822906,54.25652455714138,51.27874271166954,51.305119194466776,49.766428085819065,49.37624287842654,54.77268661915472,0.6701677896683842
test tissue 4,37.399871566223794,34.0586997567236,41.13196443674621,37.00895050520156,37.54209820728668,37.436981219119424,36.10563632434109,38.76284877366032,37.44245855935686,0.5724985242030697
test tissue 5,45.90762927930238,45.30307223913642,48.993222909989434,43.426592688781284,45.94176634046152,46.30542882504963,41.80629342051487,49.61472708803048,47.49526596660353,0.6687797361591696
test tissue 6,40.82029774458625,41.86046511627908,49.635036496350345,30.965391621129317,41.50326797385622,40.80062423412368,42.567567567567565,44.854881266490736,34.97942386831275,0.5983350676378771
test tissue 7,56.80290137513015,64.44169756901526,58.80543450397341,47.16157205240176,57.38456672991777,57.451713832037285,56.955571740713786,63.97099832682661,51.428571428571445,0.7366400824652779
test tissue 8,48.540868639785565,50.55919016886221,51.76683361157486,43.296582138919625,48.6530409481229,48.667995144485985,52.56445608713639,48.53900339159932,44.900525954722255,0.6759543880372628
test mean,48.33093869481258,49.941804259894845,52.5132681138382,42.53774371070468,48.76238586947214,48.49176634919955,48.05108015882211,51.363452817982825,46.06076607079372,0.6741367751065659
test std,7.450999815339365,10.472632223482343,10.506729152895717,6.36507145567466,7.759181069905629,7.514487838301781,8.597644296524997,10.036231156327952,6.078103939470735,0.07774077333506507
