,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,58.8,60.54,56.45,59.43,58.92,52.1,20.54,0.7717,29.79,37.86,26.35,25.15,30.37,24.44,34.81,0.49
split 1,57.08,58.55,56.29,56.41,57.14,55.74,21.43,0.7604,33.52,36.07,25.58,38.92,33.7,24.44,33.15,0.5228
split 2,57.76,59.37,55.1,58.81,57.82,52.79,21.09,0.7607,31.1,34.09,29.41,29.79,31.09,28.09,34.46,0.4845
split 3,59.68,59.12,60.13,59.77,59.68,62.57,20.16,0.7768,34.67,38.04,34.92,31.06,34.83,37.08,32.58,0.5056
split 4,56.36,58.02,54.6,56.47,56.42,51.4,21.79,0.7579,33.34,36.16,33.52,30.34,33.33,33.71,33.33,0.5199
mean,57.94,59.12,56.52,58.18,58.0,54.92,21.0,0.7655,32.48,36.44,29.96,31.05,32.67,29.55,33.67,0.5046
std,1.18,0.85,1.94,1.45,1.18,4.1,0.59,0.0074,1.78,1.44,3.74,4.45,1.67,5.06,0.84,0.0154
