,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6095,0.0,50.0,0.0,0.4306
split 1,0.0,50.0,0.0,0.5766,0.0,50.0,0.0,0.4953
split 2,0.0,50.0,0.0,0.5987,0.0,50.0,0.0,0.4171
split 3,0.0,50.0,0.0,0.5694,0.0,50.0,0.0,0.5478
split 4,0.0,50.0,0.0,0.5783,0.0,50.0,0.0,0.5047
split 5,0.0,50.0,0.0,0.5827,0.0,50.0,0.0,0.5105
mean,0.0,50.0,0.0,0.5859,0.0,50.0,0.0,0.4843
std,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0459
test mean,0.0,50.0,0.0,0.5723448002898361,0.0,50.00000000000001,0.0,0.46885770089413414
test std,0.0,1.572008455159306e-14,0.0,0.08689617760842767,0.0,1.5280799322856756e-14,0.0,0.0909566051326604
