,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.507,0.0,50.0,0.0,0.4884
split 1,0.0,50.0,0.0,0.495,0.0,50.0,0.0,0.5247
split 2,0.0,50.0,0.0,0.5194,0.0,50.0,0.0,0.4277
split 3,0.0,50.0,0.0,0.4824,0.0,50.0,0.0,0.577
split 4,0.0,50.0,0.0,0.4994,0.0,50.0,0.0,0.4878
split 5,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.5367
mean,0.0,50.0,0.0,0.4991,0.0,50.0,0.0,0.507
std,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0467
test mean,0.0,50.0,0.0,0.5020242555035207,0.0,50.0,0.0,0.4918043825641356
test std,0.0,1.4761154623573517e-14,0.0,0.08431922532458556,0.0,2.1018137570293107e-14,0.0,0.04764996769945368
