,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5001,0.0,50.0,0.0,0.5227
split 1,0.0,50.0,0.0,0.4956,0.0,50.0,0.0,0.5308
split 2,0.0,50.0,0.0,0.489,0.0,50.0,0.0,0.5456
split 3,0.0,50.0,0.0,0.4917,0.0,50.0,0.0,0.5113
split 4,0.0,50.0,0.0,0.5032,0.0,50.0,0.0,0.4853
split 5,0.0,50.0,0.0,0.5002,0.0,50.0,0.0,0.5129
mean,0.0,50.0,0.0,0.4966,0.0,50.0,0.0,0.5181
std,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0187
test mean,0.0,50.0,0.0,0.4958756561528365,0.0,50.000000000000014,0.0,0.509782916376174
test std,0.0,1.363836858469928e-14,0.0,0.07543863957367651,0.0,2.086746797486457e-14,0.0,0.07350187706113047
