,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.7,50.54,2.53,27.02,36.85,44.5,35.08,51.14,47.29,0.5942,25.37,46.18,0.0,29.94,33.44,22.17,33.84,0.0,32.67,0.5284
split 1,31.84,51.55,16.08,27.89,39.01,46.75,36.51,58.02,45.7,0.603,22.72,44.31,6.13,17.7,30.85,28.67,31.12,21.73,33.17,0.4904
split 2,31.44,51.22,9.28,33.83,39.14,47.78,36.45,59.37,47.52,0.6096,23.27,46.22,1.32,22.26,32.41,28.95,32.57,22.0,32.27,0.5228
split 3,29.66,51.22,17.34,20.41,38.01,46.32,35.67,54.61,48.67,0.6001,25.59,48.03,5.53,23.21,34.16,34.85,33.94,35.6,35.01,0.5564
split 4,23.68,50.23,9.39,11.43,35.4,44.54,34.2,50.65,48.76,0.5947,23.69,51.0,10.45,9.62,35.96,58.02,34.61,39.43,100.0,0.5161
split 5,37.03,49.93,24.0,37.16,40.7,44.5,37.3,49.12,47.08,0.6075,28.52,44.04,8.9,32.62,32.89,31.46,35.82,28.89,29.65,0.5237
mean,30.06,50.78,13.1,26.29,38.18,45.73,35.87,53.82,47.5,0.6015,24.86,46.63,5.39,22.56,33.28,34.02,33.65,24.61,43.79,0.523
std,4.2,0.58,6.9,8.5,1.71,1.29,1.02,3.84,1.03,0.0058,1.95,2.36,3.75,7.61,1.57,11.39,1.49,12.78,25.19,0.0194
test mean,26.990351124927912,48.15671530336316,9.033320264759627,23.781017806660945,36.913048693262986,37.14987766290813,34.56570996484021,28.06939280138482,48.81453022249933,0.5806569887001487,22.224645175237313,46.30222820972074,6.690640894558381,13.681066421432817,33.38865893690455,29.373415195638366,34.75728457716999,23.090419302514388,30.272541707230737,0.5152776927905965
test std,7.650785019258518,7.3948731275613255,12.450020513995069,17.690221003490873,4.512619164053679,13.759248641478482,4.4744457442417325,36.63956062073924,22.12302664571489,0.07395336818735712,5.8086557657597195,7.847757414226401,11.849733772121196,11.007302556890176,3.253636664250951,15.888534112782253,4.3671111790130075,31.937301126016482,18.64763872851444,0.028671545063550543
