,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,1.2,50.3,100.0,0.6128,0.0,49.54,0.0,0.4909
split 1,0.0,50.0,0.0,0.5933,0.0,50.0,0.0,0.5439
split 2,0.0,50.0,0.0,0.6202,0.0,50.0,0.0,0.5441
split 3,1.67,50.17,62.53,0.6167,0.0,49.55,0.0,0.5301
split 4,0.0,50.0,0.0,0.6219,0.0,50.0,0.0,0.5058
split 5,0.0,50.0,0.0,0.6198,0.0,50.0,0.0,0.5049
mean,0.48,50.08,27.09,0.6141,0.0,49.85,0.0,0.52
std,0.69,0.12,39.81,0.0098,0.0,0.21,0.0,0.0205
test mean,0.0,50.00000000000001,0.0,0.5949212138325632,0.0,49.99999999999999,0.0,0.5664575528447577
test std,0.0,1.3735440048751868e-14,0.0,0.0759233369592122,0.0,1.5688358818848954e-14,0.0,0.050846135429332015
