,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6079,0.0,50.0,0.0,0.5662
split 1,0.0,50.0,0.0,0.6124,0.0,50.0,0.0,0.5252
split 2,0.0,50.0,0.0,0.6003,0.0,50.0,0.0,0.5621
split 3,0.0,50.0,0.0,0.6165,0.0,50.0,0.0,0.5093
split 4,0.0,50.0,0.0,0.6137,0.0,50.0,0.0,0.5022
split 5,0.0,50.0,0.0,0.6085,0.0,50.0,0.0,0.5404
mean,0.0,50.0,0.0,0.6099,0.0,50.0,0.0,0.5342
std,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0244
test mean,0.0,50.0,0.0,0.5889191977965333,0.0,50.0,0.0,0.5228323925399853
test std,0.0,1.1641219855237143e-14,0.0,0.07786535455072466,0.0,1.1234667099445444e-14,0.0,0.08845653049658221
