,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5354,0.0,50.0,0.0,0.4438
split 1,0.0,50.0,0.0,0.5455,0.0,50.0,0.0,0.3853
split 2,0.0,50.0,0.0,0.5551,0.0,50.0,0.0,0.4742
split 3,0.0,50.0,0.0,0.5601,0.0,50.0,0.0,0.4895
split 4,0.0,50.0,0.0,0.5166,0.0,50.0,0.0,0.5005
split 5,0.0,50.0,0.0,0.5263,0.0,50.0,0.0,0.5218
mean,0.0,50.0,0.0,0.5398,0.0,50.0,0.0,0.4692
std,0.0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0445
test mean,0.0,50.0,0.0,0.5303370843465509,0.0,50.0,0.0,0.5323202659108521
test std,0.0,1.58043751534181e-14,0.0,0.06577138021484913,0.0,1.6280579355608324e-14,0.0,0.12372106381537071
