,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6006,0.0,50.0,0.0,0.5079
split 1,0.0,50.0,0.0,0.5797,0.0,50.0,0.0,0.5793
split 2,0.0,50.0,0.0,0.6053,0.0,50.0,0.0,0.4526
split 3,0.0,50.0,0.0,0.5839,0.0,50.0,0.0,0.5061
split 4,0.0,50.0,0.0,0.6042,0.0,50.0,0.0,0.4304
split 5,0.0,50.0,0.0,0.5912,0.0,50.0,0.0,0.4938
mean,0.0,50.0,0.0,0.5941,0.0,50.0,0.0,0.495
std,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0472
test mean,0.0,50.0,0.0,0.575896611598202,0.0,50.000000000000014,0.0,0.5439238247168097
test std,0.0,1.6054591898650453e-14,0.0,0.05033335427609835,0.0,1.879919374704706e-14,0.0,0.07528030931463804
