,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,38.0,50.78,27.38,35.85,41.06,43.19,38.81,47.25,43.5,0.6152,24.55,47.18,11.13,15.35,32.37,29.91,33.49,23.26,32.97,0.5118
split 1,31.05,50.72,14.02,28.42,38.2,43.57,35.98,48.57,46.15,0.5998,29.55,50.62,13.74,24.28,36.52,36.62,36.41,36.31,37.15,0.5201
split 2,39.01,51.26,31.62,34.15,42.01,45.22,38.61,47.86,49.17,0.6217,30.18,39.1,25.93,25.52,31.66,32.04,31.34,29.93,34.84,0.4978
split 3,38.84,49.92,31.8,34.79,41.11,42.73,38.74,44.84,44.6,0.6083,33.88,42.33,23.77,35.53,35.6,36.76,33.17,32.96,44.16,0.5321
split 4,33.9,50.93,29.0,21.78,39.39,44.2,36.71,46.61,49.27,0.6095,31.58,43.38,15.26,36.09,34.87,34.91,34.84,35.01,34.88,0.4922
split 5,37.84,50.63,29.78,33.12,40.98,43.67,38.14,46.57,46.29,0.6144,27.46,47.1,17.35,17.95,32.98,31.48,34.65,34.12,25.68,0.5086
mean,36.44,50.71,27.27,31.35,40.45,43.76,37.83,46.95,46.5,0.6115,29.53,44.95,17.86,25.79,34.0,33.62,33.98,31.93,34.95,0.5105
std,2.95,0.41,6.11,4.89,1.27,0.79,1.09,1.17,2.14,0.0068,2.96,3.77,5.31,7.9,1.77,2.63,1.58,4.35,5.47,0.0133
test mean,30.45703571884029,45.572694939842435,24.552475314337794,21.245936902340635,37.63569725984024,38.60072248543741,34.32409018168411,47.03810176062499,34.439975514003116,0.6104422559448366,24.91434680851472,36.0080298173744,25.78849235306671,12.946518255103047,33.4702871864785,34.59038157499488,35.61757442639637,38.43299327531798,29.72057702327029,0.5282667406458257
test std,5.925877598958271,10.932913739042,16.689340117094183,15.928742737054925,2.815223384963487,11.682204027963461,8.025700650967082,26.40519204163928,21.590595398374834,0.06540353036634745,7.581639588649015,15.79235034612185,18.402841975942522,14.182586101613621,2.540099047878762,20.227507636260032,20.48075940423545,26.135998078911086,29.884009376992296,0.0369860052484415
