,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.58,49.11,39.73,44.9,45.22,46.66,40.94,49.78,49.27,0.6435,27.99,43.08,23.72,17.17,31.74,30.88,32.44,32.38,27.81,0.498
split 1,43.14,51.23,39.6,38.57,44.39,45.79,41.4,49.81,46.17,0.6352,26.28,36.15,27.51,15.17,28.8,29.28,28.07,29.93,29.84,0.4534
split 2,44.28,50.41,37.09,45.35,45.31,46.87,42.16,52.22,46.22,0.6399,31.06,33.46,17.33,42.38,33.76,33.49,33.97,32.59,33.9,0.4576
split 3,41.99,48.22,35.21,42.54,42.94,43.95,39.97,45.64,46.24,0.6263,32.23,32.7,25.32,38.66,33.59,35.6,35.59,40.49,30.74,0.5198
split 4,42.03,50.28,38.66,37.15,43.21,44.07,41.1,46.35,44.75,0.628,35.31,42.03,37.84,26.07,36.35,36.11,36.25,37.6,34.5,0.5224
split 5,41.74,50.06,37.86,37.29,43.33,45.95,39.18,50.46,48.2,0.6286,34.65,47.72,23.66,32.57,37.47,38.32,37.42,42.07,35.47,0.5319
mean,42.96,49.89,38.02,40.97,44.07,45.55,40.79,49.04,46.81,0.6336,31.25,39.19,25.9,28.67,33.62,33.95,33.96,35.84,32.04,0.4972
std,1.13,0.97,1.56,3.44,0.96,1.15,0.97,2.31,1.49,0.0065,3.28,5.48,6.18,10.2,2.86,3.11,3.08,4.49,2.76,0.0312
test mean,37.675013420868616,48.03733116541624,32.392660273819864,32.59504882336976,40.65893794793435,42.971089751334944,38.642966124464664,48.122733308914746,42.147569820625435,0.6112224677045791,28.812915078902847,38.849955716750046,20.813211077840574,26.7755784421179,31.900074370143663,30.69448631279297,32.053415571994826,28.857798748598995,31.172244617785097,0.5003095773316905
test std,6.227051207787799,4.881665227999663,12.597787062540988,12.969370004472282,4.748149196053534,6.982074867855818,4.907842132875244,17.656130555142102,13.384338649719698,0.04339645849360339,5.857512758319474,6.546338523581928,11.634553535615431,11.198627825580635,4.486651061297284,6.268339757803802,4.2332784460325446,15.773554979578039,8.163789437913865,0.04688635536698815
