,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4806,0.0,50.0,0.0,0.5386
split 1,0.0,50.0,0.0,0.505,0.0,50.0,0.0,0.4523
split 2,0.0,50.0,0.0,0.4964,0.0,50.0,0.0,0.4883
split 3,0.0,50.0,0.0,0.4971,0.0,50.0,0.0,0.4958
split 4,0.0,50.0,0.0,0.5059,0.0,50.0,0.0,0.3817
split 5,0.0,50.0,0.0,0.4803,0.0,50.0,0.0,0.6046
mean,0.0,50.0,0.0,0.4942,0.0,50.0,0.0,0.4935
std,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.069
test mean,0.0,50.0,0.0,0.4917047591680643,0.0,50.00000000000001,0.0,0.5405122772407769
test std,0.0,1.8078648421039906e-14,0.0,0.0828630765796159,0.0,1.6852000649168165e-14,0.0,0.0870023649853698
