,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5294,0.0,50.0,0.0,0.4641
split 1,0.0,50.0,0.0,0.5349,0.0,50.0,0.0,0.4994
split 2,0.0,50.0,0.0,0.5315,0.0,50.0,0.0,0.5439
split 3,0.0,50.0,0.0,0.5551,0.0,50.0,0.0,0.499
split 4,0.0,50.0,0.0,0.5491,0.0,50.0,0.0,0.4218
split 5,0.0,50.0,0.0,0.5409,0.0,50.0,0.0,0.4479
mean,0.0,50.0,0.0,0.5402,0.0,50.0,0.0,0.4793
std,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0398
test mean,0.0,50.0,0.0,0.5239103757838715,0.0,50.00000000000001,0.0,0.5289451956743864
test std,0.0,1.755668018067076e-14,0.0,0.06293222229932455,0.0,2.5618982671915014e-14,0.0,0.07740343974593705
