,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5061,0.0,50.0,0.0,0.5497
split 1,0.0,50.0,0.0,0.5149,0.0,50.0,0.0,0.5234
split 2,0.0,50.0,0.0,0.5087,0.0,50.0,0.0,0.5341
split 3,0.0,50.0,0.0,0.5297,0.0,50.0,0.0,0.4547
split 4,0.0,50.0,0.0,0.4918,0.0,50.0,0.0,0.4791
split 5,0.0,50.0,0.0,0.5083,0.0,50.0,0.0,0.5639
mean,0.0,50.0,0.0,0.5099,0.0,50.0,0.0,0.5175
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0386
test mean,0.0,50.0,0.0,0.49861523437858885,0.0,50.0,0.0,0.46667677224257254
test std,0.0,1.334291761984158e-14,0.0,0.07494365316423093,0.0,1.6280579355608324e-14,0.0,0.06780689047905852
