,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5506,0.0,50.0,0.0,0.5099
split 1,0.0,50.0,0.0,0.5434,0.0,50.0,0.0,0.5052
split 2,4.26,50.85,81.73,0.5655,0.0,50.0,0.0,0.4762
split 3,4.12,50.93,89.55,0.5594,0.0,49.54,0.0,0.5362
split 4,3.75,50.74,81.71,0.5368,0.0,50.0,0.0,0.4031
split 5,3.22,50.66,83.29,0.5276,3.89,50.57,70.06,0.5188
mean,2.56,50.53,56.05,0.5472,0.65,50.02,11.68,0.4916
std,1.84,0.38,39.72,0.0129,1.45,0.3,26.11,0.0434
test mean,3.3938036135789194,50.725329841251344,23.36164049899608,0.5293968009751414,3.125000000000001,50.69124423963133,12.5,0.5394874693306695
test std,6.075153382247732,1.6782548661363579,39.73043619795023,0.08311606128536975,8.267972847076848,2.4949778603349895,33.071891388307385,0.04972527629595628
