,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4926,0.0,50.0,0.0,0.4978
split 1,0.0,50.0,0.0,0.4766,0.0,50.0,0.0,0.552
split 2,0.0,50.0,0.0,0.5013,0.0,50.0,0.0,0.5339
split 3,0.0,50.0,0.0,0.4952,0.0,50.0,0.0,0.5579
split 4,0.0,50.0,0.0,0.4845,0.0,50.0,0.0,0.5428
split 5,0.0,50.0,0.0,0.5108,0.0,50.0,0.0,0.4995
mean,0.0,50.0,0.0,0.4935,0.0,50.0,0.0,0.5307
std,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0239
test mean,0.0,50.0,0.0,0.4979879421888451,0.0,49.99999999999999,0.0,0.48710227716997306
test std,0.0,1.2731463251543875e-14,0.0,0.0609648230219114,0.0,2.4741787777998282e-14,0.0,0.08694776930607093
