,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5038,0.0,50.0,0.0,0.4783
split 1,0.0,50.0,0.0,0.4997,0.0,50.0,0.0,0.502
split 2,0.0,50.0,0.0,0.488,0.0,50.0,0.0,0.5471
split 3,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.5044
split 4,0.0,50.0,0.0,0.5326,0.0,50.0,0.0,0.4958
split 5,0.0,50.0,0.0,0.515,0.0,50.0,0.0,0.5539
mean,0.0,50.0,0.0,0.5062,0.0,50.0,0.0,0.5136
std,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.0275
test mean,0.0,50.0,0.0,0.4965356726690688,0.0,49.99999999999999,0.0,0.5125515677196659
test std,0.0,1.9149301917896006e-14,0.0,0.069456978396808,0.0,1.5280799322856756e-14,0.0,0.07027235920247508
