,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.28,50.41,1.64,5.78,34.15,44.3,33.87,58.87,40.16,0.5889,17.16,50.13,0.0,1.34,33.39,18.58,33.51,0.0,22.22,0.5415
split 1,18.3,50.17,2.01,2.71,33.86,45.89,33.58,48.87,55.23,0.5826,19.3,50.48,3.64,3.77,34.59,77.92,33.76,100.0,100.0,0.5688
split 2,22.51,50.48,3.04,14.02,35.01,36.93,34.35,29.21,47.21,0.5816,17.79,49.29,2.73,1.36,32.87,28.43,33.1,36.92,15.28,0.5568
split 3,18.69,50.54,0.39,5.13,34.15,36.96,33.87,26.88,50.13,0.5947,21.51,49.2,2.86,12.46,34.05,42.35,33.41,52.45,41.19,0.5341
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5906,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4943
split 5,17.67,49.96,3.06,0.0,33.49,23.81,33.42,38.0,0.0,0.5836,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.534
mean,18.85,50.26,1.69,4.61,34.0,33.17,33.74,33.64,32.12,0.5870000000000001,18.18,49.85,1.54,3.15,33.59,31.58,33.41,31.56,29.78,0.5382
std,1.83,0.23,1.18,4.76,0.54,12.17,0.34,18.64,23.15,0.0048,1.74,0.46,1.56,4.35,0.56,23.38,0.2,36.83,34.4,0.0233
test mean,18.70292272606057,50.17646202298159,2.0402674761222417,3.892038679077887,33.867624108606655,25.888282929106637,33.68966759053702,19.64142673837354,24.333754458409338,0.5907374608301424,18.070354254767672,49.232563606708595,2.185464356588217,2.7930348010062147,33.02317570471421,22.16381420243248,33.073486464354716,9.975511522689555,23.442444620253166,0.5048031592772599
test std,2.2462131187537886,1.1491346969637952,3.303111256302575,5.052377290231478,0.9316945043689904,16.942157016110354,0.8669963916801137,33.60186568680544,33.5896512420324,0.05543851112334214,1.6369229797062248,1.5905177458688993,3.9601904045852274,3.749795503218286,0.9586121741311603,12.692737368942435,0.9147444617502404,17.788027315510117,34.66216428575137,0.03866932167169014
