,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5887,0.0,50.0,0.0,0.5742
split 1,0.0,50.0,0.0,0.5788,0.0,50.0,0.0,0.534
split 2,0.0,50.0,0.0,0.6127,0.0,50.0,0.0,0.4849
split 3,0.0,50.0,0.0,0.599,0.0,50.0,0.0,0.4893
split 4,0.0,50.0,0.0,0.5958,0.0,50.0,0.0,0.4878
split 5,0.0,50.0,0.0,0.5951,0.0,50.0,0.0,0.4768
mean,0.0,50.0,0.0,0.595,0.0,50.0,0.0,0.5079
std,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,0.0349
test mean,0.0,50.00000000000001,0.0,0.5864577815067563,0.0,49.99999999999999,0.0,0.5350647420708692
test std,0.0,1.7096599804694812e-14,0.0,0.05397552527732624,0.0,1.7222418539888655e-14,0.0,0.028499470391959048
