Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
47,0.95,26.3166,-29.2479,-16.7998,7.39724
274,0.95,25.5766,-29.3456,-21.0842,6.20385
275,0.1,30.0738,-27.8607,-10.8085,8.62639
305,0.1,22.583,-24.8382,-10.9819,10.0213


Area HeatMap results for mesh 1
Signal range: 13.169-60.1356 micro m^2
