Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
560,0.95,34.9926,19.7223,14.2283,9.75962
631,0.1,30.0018,10.4441,8.91264,13.7133
658,0.1,16.5635,12.5682,5.10382,14.3799
697,0.1,28.415,14.913,1.9391,14.6452
698,0.95,33.0374,14.3662,12.8883,12.0907
777,0.95,36.8881,20.3999,3.18396,12.7127


Area HeatMap results for mesh 1
Signal range: 14.7418-58.0935 micro m^2
