Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
572,0.1,39.8604,4.71243,6.53441,14.5629
598,0.95,35.4543,7.44525,13.446,13.1348
709,0.1,34.3728,3.51893,19.2963,11.5944
714,0.95,30.4483,-6.4196,14.1447,12.8391
741,0.1,26.0687,-3.58054,9.75902,13.8385
761,0.1,37.1959,-1.26481,17.9198,12.0016
783,0.1,30.4104,-0.236405,5.09233,14.8702


Area HeatMap results for mesh 1
Signal range: 14.7418-58.0935 micro m^2
