,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5503,0.0,50.0,0.0,0.5129
split 1,0.0,50.0,0.0,0.5034,0.0,50.0,0.0,0.5639
split 2,0.0,50.0,0.0,0.5336,0.0,50.0,0.0,0.5327
split 3,0.0,50.0,0.0,0.55,0.0,50.0,0.0,0.4841
split 4,0.0,50.0,0.0,0.542,0.0,50.0,0.0,0.4764
split 5,0.0,50.0,0.0,0.5203,0.0,50.0,0.0,0.4945
mean,0.0,50.0,0.0,0.5333,0.0,50.0,0.0,0.5108
std,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0302
test mean,0.0,50.0,0.0,0.5254149974660934,0.0,50.00000000000001,0.0,0.5342827972457164
test std,0.0,1.511689612797626e-14,0.0,0.09002312050946491,0.0,1.443119118362539e-14,0.0,0.059165923340872256
