,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.79,50.54,0.0,8.82,34.5,28.09,33.97,0.0,50.31,0.5588,17.1,50.08,0.0,1.21,33.54,44.47,33.4,0.0,100.0,0.5183
split 1,23.47,50.81,0.0,19.59,35.57,25.71,34.82,0.0,42.32,0.564,20.19,49.18,0.0,11.39,33.73,25.51,33.22,0.0,43.31,0.4796
split 2,19.63,50.6,5.26,3.05,34.55,51.23,33.94,56.87,62.87,0.5694,18.14,48.19,5.1,1.14,32.25,26.86,32.47,33.98,14.14,0.4939
split 3,31.09,49.83,8.57,34.86,37.95,42.59,36.47,50.66,40.64,0.5671,25.33,47.94,1.57,26.48,34.06,27.49,34.11,11.68,36.67,0.5395
split 4,22.12,50.34,0.0,16.03,34.89,25.47,34.27,0.0,42.14,0.5617,18.22,48.28,0.0,6.38,32.51,21.9,32.48,0.0,33.21,0.5114
split 5,30.25,50.08,5.23,35.44,37.79,39.76,36.61,41.93,40.74,0.5723,20.33,41.51,0.0,19.5,27.77,17.41,30.33,0.0,21.88,0.4917
mean,24.39,50.37,3.18,19.63,35.87,35.48,35.01,24.91,46.5,0.5655,19.89,47.53,1.11,11.02,32.31,27.27,32.67,7.61,41.54,0.5057
std,4.64,0.33,3.36,12.16,1.45,9.72,1.12,25.28,8.03,0.0046,2.69,2.79,1.87,9.37,2.13,8.42,1.19,12.54,27.84,0.0198
test mean,21.92416877563675,50.24889552636261,0.0,15.523610800547626,35.294920285486846,26.04562993084993,34.8629285915997,0.0,43.2739612009501,0.5636064145029319,19.1949722580432,46.63419493866105,0.0,10.950721835468563,32.49295005639954,15.76415398893953,32.44824538986383,0.0,14.844216576954754,0.5515215303155977
test std,4.282526169846163,1.7876925141444322,0.0,13.177557946447314,2.0610819502473956,11.97405130976043,2.3872478184160832,0.0,35.50703940436237,0.04877403086965756,2.962810601474355,6.5256723268981505,0.0,13.346730459016717,1.7014919200862062,4.919972295758071,2.3036072400124383,0.0,15.266343510462157,0.06045739427395906
