,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.51,49.81,6.83,1.9,33.94,43.81,33.49,46.38,51.55,0.5805,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5322
split 1,18.83,49.95,5.9,0.64,33.93,52.51,33.48,54.14,69.92,0.5722,18.57,49.76,0.0,5.96,33.3,22.04,33.51,0.0,32.6,0.4878
split 2,25.45,50.03,19.18,7.14,35.95,47.34,34.36,46.26,61.41,0.5899,24.2,45.19,17.61,9.81,31.92,32.22,31.83,32.06,32.77,0.5028
split 3,25.4,49.45,0.0,26.75,36.07,28.27,34.08,0.0,50.73,0.5673,23.07,44.75,0.0,24.46,31.81,21.24,31.78,0.0,31.95,0.5343
split 4,17.31,49.89,0.71,1.34,33.39,36.99,33.33,31.64,45.99,0.5755,17.53,50.15,2.44,0.0,33.74,44.49,33.47,100.0,0.0,0.5275
split 5,17.38,50.03,2.11,0.0,33.55,28.85,33.41,53.14,0.0,0.5708,17.89,49.02,4.66,0.0,32.82,20.73,32.92,29.25,0.0,0.5576
mean,20.65,49.86,5.79,6.29,34.47,39.63,33.69,38.59,46.6,0.576,19.66,48.15,4.12,6.7,32.82,25.3,32.81,26.89,16.22,0.5237
std,3.46,0.2,6.5,9.44,1.11,9.08,0.39,18.75,22.27,0.0074,2.89,2.28,6.27,8.76,0.73,10.53,0.73,35.47,16.22,0.0226
test mean,17.832818531489345,49.047545940935414,3.023082900467175,1.4278267530654483,33.19572426784902,17.623738958996622,32.96725976608232,14.756238264558574,5.147718846348983,0.5657675013233951,19.474176896892427,49.13721676864544,7.789054570410895,1.4962593516209481,33.85250063677483,23.360540290879076,33.46928531702774,33.241549038755565,3.3707865168539324,0.5463896337734312
test std,1.8136927079267822,4.562911365572354,6.592875373896112,4.66081860790964,2.314522871065039,10.918797583438398,2.347023483007466,30.678381686608063,16.47070239285569,0.057071646492413995,5.33901894734252,1.9129093609914034,13.90841148847248,3.9587301412437776,1.5094755178211998,14.530840872792659,0.4991073116899284,41.349866787511495,8.918262846285138,0.026582648676736157
