degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
0.025442370383211788,-0.1901097450252583,-1.0410727710802694,-0.46054080878990905,-0.28601063422555767,-1.0353314981145534,-1.0548082993882106,-0.5694188507532015,-0.6244408371691342,-0.4722414721634282,1.3656268092210924,0.5162669612393748,0.342255944797403,-0.7892999064245799,-0.45877003751652934,0.8976908566274716,-0.48357360541890587
-1.0886250600331768,1.0374421674746503,-1.1140199119262522,-1.0749839214068047,-0.7892858453250549,-1.266619569923617,-1.5143584896909337,-1.3100770724491895,-1.095593088804144,-1.0623093187422425,1.3453755035431039,-1.2784541911044034,-1.2776862935373143,1.2480334971984282,-0.8394761143610006,-1.333135848364439,1.5791586821644825
0.025442370383211788,-0.1901097450252583,-1.020566887147257,-0.48885423517423304,-0.11918161968150563,-1.0291814668655364,-1.1068782805409982,-0.6667771845519339,-0.6718722746177258,-0.39068073676133463,1.5577668607714872,0.1174400384963129,0.007469366822769403,-0.3076942906060264,-0.1998899052622971,0.43316655901384593,-0.5285290857224242
1.1395098007996005,-1.0084776866918648,-0.9931672844312688,-0.6979754543581609,0.009370082841116562,-0.7675368733363757,-0.8591355499601879,-0.42490627790283964,-0.8756398429118288,-0.7173933426909207,1.3446852545351136,-0.08197342287521801,-0.05596310194304898,0.45645328649274103,1.516894129686821,-0.25989773758597345,0.5209307811235355
1.1395098007996005,-1.0084776866918648,-0.9252456708982398,1.4776346547708599,0.5079981401933107,-0.8025272199135425,-0.6688939843378252,0.6434168015520322,1.5715121371490235,1.4672197373348577,1.7894087415921378,1.1145073453539676,1.0242456352490918,-1.055496464986109,0.5414486552839056,1.1870034108667302,-1.109713641362384
0.025442370383211788,-0.1901097450252583,-1.0576853725806503,-0.7973618312927212,-0.3832471025289468,-1.020557205217894,-1.1610081593792942,-0.9275891182073525,-1.088495460383315,-0.7708347616862311,1.2693236467100173,-0.2813868842467489,-0.3667512334720037,0.23170399911075093,0.08624076722923668,0.000652749857570558,0.2260600090089081
0.025442370383211788,-0.1901097450252583,-1.0373761880964874,-0.7966007231973234,-0.13055512698546076,-1.0146666553851598,-1.180213392412354,-0.9211852624639185,-0.8980269481298359,-0.8041964298202396,1.468059130200402,-0.6802138069898107,-0.5733564105965699,0.8398491296737859,0.40416373666425676,-0.8453700093708675,1.1314551352363318
1.1395098007996005,-1.0084776866918648,-0.995195397819766,0.5293572679388523,-0.599963960003244,-0.7751642449015651,-0.803914511216385,0.013023656579062948,0.1423479685429638,0.6519382390575093,1.5208405922161898,0.31685349986784384,0.318684464450927,-0.10541993196223581,1.159230789072422,0.19867112031466067,-0.3120242185032721
0.025442370383211788,-0.1901097450252583,-1.0534355335822263,-0.9550544862250727,-0.18800585888456375,-1.0100894037270287,-1.1858872910890774,-1.0654081478822492,-1.1518025554715314,-0.860536516988299,1.3253756570002955,-0.6802138069898107,-0.5295242718615031,0.8398491296737859,0.40416373666425676,-1.020092100950653,1.0683343045727762
-1.0886250600331768,1.0374421674746503,-1.1269173316172865,-1.1927412641853903,-0.947596748113069,-1.2641635663584276,-1.535782625578871,-1.3420928934604561,-1.193779230483298,-1.1985446984759163,1.1776588943519672,-1.6772811138474653,-1.6517592302305009,2.001604637243932,-0.539670078845983,-1.8179896524983434,2.1077190158217314
