,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
train tissue 0,58.09862743185786,60.03548196333538,75.7228642074986,38.53753612473956,59.86125644304926,57.8844334478787,61.09038392104951,66.89550641940085,45.66741000318575,0.8062952005259698
train tissue 1,53.13093545772258,50.04088307440719,53.2021906784397,56.149732620320826,53.17460317460318,56.134956133080436,60.11787819253439,44.262599962804515,64.02439024390242,0.6607256235827665
train tissue 2,46.87796739307885,54.2602797795676,52.85179475886369,33.52182764080525,47.0906432748538,46.72863577134797,52.502050861361774,53.073861123396725,34.60999532928538,0.7038134430727023
train tissue 3,43.55632062783521,31.56601123595507,43.181110387588156,55.921840259962394,45.57909872758349,45.33694851713215,44.72414307745884,45.146967409643935,46.13973506429366,0.6190079403980002
train tissue 4,60.860249977648834,67.67528875874412,64.79716852708955,50.108292647112805,61.229395604395606,60.7792047798055,64.2967542503864,64.22018348623851,53.82067660279157,0.7911319227656376
train tissue 5,68.64766525166768,82.35294117647058,82.35294117647058,41.237113402061865,72.85714285714285,73.3258961773018,75.90361445783132,70.0,74.07407407407408,0.901920438957476
train tissue 6,61.01128303041452,66.89814814814817,69.59314775160601,46.542553191489375,61.882352941176464,61.06631409146065,65.83143507972669,63.85068762278979,53.51681957186546,0.812553863832232
train tissue 7,47.49073833053589,47.405234065962844,39.908779931584945,55.15820099405988,49.112290008841725,56.15377714046354,46.82502716969414,77.09251101321586,44.54379323848061,0.66765625
train tissue 8,31.978538589381856,32.80757097791798,16.069221260815823,47.05882352941176,34.679487179487175,32.260494389284766,36.19489559164734,22.491349480968857,38.095238095238095,0.5801248699271593
train tissue 9,58.72074205535407,61.61297123480114,60.3314100326482,54.21784489861289,58.799264856034306,58.730956489659796,59.52267648368883,60.66650148662042,56.003691498670136,0.758572048611111
train tissue 10,64.30099928373876,63.464807488935016,70.28588219274295,59.15230816953836,64.29619198497917,64.5866092824887,68.10012944875005,68.71540477291519,56.944293625800846,0.7906672137356394
train tissue 11,62.295423144557994,66.91289277799875,66.88681757656457,53.08655907911067,62.37429754510503,62.32434443378813,68.60072235814982,64.34060866892098,54.03170227429356,0.8040656111574054
train tissue 12,54.129947259640566,62.079510703363894,71.55551721162972,28.754813863928103,56.341431556948805,53.36014206411718,60.59701492537313,63.92785571142284,35.55555555555554,0.7811337868480724
train tissue 13,63.8152740000455,69.12442396313362,69.13580246913583,53.18559556786704,64.33333333333334,64.00752540731331,64.10256410256409,68.29268292682929,59.627329192546576,0.8078345884529
train tissue 14,53.6029405445124,63.814474210315865,71.7516289766194,25.24271844660194,58.48595848595849,56.77887903656049,56.6359119943222,61.70072511535927,52.0,0.8198964497041421
train tissue 15,61.79629215624505,67.10201426297292,68.82965948071994,49.45720272504232,61.91002721938735,61.80879438661834,64.32479251641752,70.52587961878677,50.57571102465073,0.7938499999999998
train tissue 16,58.185726161542,48.795180722891565,62.44541484716157,63.31658291457287,58.92255892255892,59.482587064676615,60.447761194029844,55.000000000000014,63.000000000000014,0.7535119667013528
train tissue 17,65.77466513251656,68.03097345132744,74.23637066632296,55.05665127989929,66.0162601626016,65.70880147088754,69.45228684359118,70.77906119439665,56.89505637467479,0.8149277537999624
train tissue 18,57.03677739284016,62.767475035663324,57.14285714285716,51.2,57.25490196078431,57.20921122583172,60.94182825484763,54.54545454545454,56.140350877193,0.7315672153635117
train mean,56.384795432691384,59.30245068589013,61.593714698755754,48.25822091342828,57.58949980204341,57.56150059524723,60.011151090706576,60.29093897679816,52.38241171823695,0.7578555888124231
train std,8.667155037155615,12.24368287575396,15.097244870123985,10.08469773085085,8.427344043409049,8.595158852914148,9.216350174486719,12.26451210104847,9.72737279121341,0.07743315481755196
test tissue 0,54.534034582164,55.11208310552217,60.52544063851012,47.9645800024597,54.3219954648526,55.88859931777599,64.69833119383826,59.206245933636936,43.76122082585277,0.7514712539610684
test tissue 1,54.58799615465995,66.29935533806562,61.60120197467269,35.863431151241535,56.49469858753887,55.08068371175233,60.60775332365102,56.4812385200735,48.153059291532486,0.7586252074416979
test tissue 2,69.7653202514384,74.81562084391246,74.77923756192118,59.70110234848155,70.8841601156592,73.2020388288513,67.52509821038846,68.48126232741618,83.59975594874923,0.8334487534626039
test tissue 3,59.49737578056161,71.42857142857143,74.33628318584068,32.72727272727273,64.28571428571428,66.60475674560182,71.42857142857144,59.15492957746476,69.23076923076923,0.8140358184089963
test tissue 4,43.868469458833374,33.092310515690976,54.09903362882913,44.414064231980014,44.24326471086109,47.54330811903001,44.28725808036154,62.62039914725296,35.722267129475526,0.6564810623208088
test tissue 5,55.30756363042884,57.988165680473394,56.623558196434786,51.31096701437834,55.06878306878308,56.418249040556475,60.122699386503086,62.98600311041989,46.14604462474644,0.728284023668639
test tissue 6,52.26549122248738,61.267605633802845,66.29974597798476,29.229122055674527,54.1998231653404,51.86541818560061,54.94736842105269,63.6068237205524,37.042062415196746,0.7548664554096877
test tissue 7,52.209663995490274,55.66155401988877,59.73542929461138,41.232008671970675,53.034917687552365,52.72679313653524,51.35286434036204,56.42260709378355,50.404907975460134,0.7564737746069494
test mean,55.25448938450798,59.458158320740964,63.49999130735059,42.80531852543238,56.56666963578773,57.41623088571298,59.37124304809107,61.11993867882502,51.75751093022282,0.7567107936600563
test std,6.868213960446157,12.04076359791201,7.200467531037598,9.510289367677064,7.431378851398235,7.847627814027138,8.319613125080796,3.827747461371653,15.42387600485407,0.050079347978488835
