,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.08,49.23,39.85,43.15,44.79,46.25,40.71,48.96,49.09,0.6407,30.38,39.66,19.69,31.79,32.2,32.02,32.65,31.65,31.76,0.5056
split 1,40.97,50.19,32.1,40.61,42.93,45.54,39.47,51.48,45.65,0.6306,25.86,35.41,5.09,37.09,30.01,25.7,31.76,14.67,30.66,0.4649
split 2,42.12,50.49,39.55,36.32,43.66,45.85,39.83,49.5,48.2,0.6403,27.24,39.39,20.74,21.59,30.2,31.05,29.66,28.08,35.42,0.511
split 3,40.21,50.99,33.05,36.59,42.62,45.44,39.06,49.13,48.13,0.6276,32.95,39.79,41.11,17.94,35.29,34.79,34.57,36.71,33.09,0.5365
split 4,42.39,48.97,37.63,40.57,43.41,45.01,39.83,48.81,46.39,0.6292,30.16,41.82,16.88,31.77,33.27,33.82,31.93,32.57,36.97,0.5341
split 5,39.07,49.34,29.24,38.64,41.6,45.07,37.69,50.51,47.0,0.6189,32.25,46.43,29.0,21.31,35.64,36.83,34.96,45.99,29.55,0.546
mean,41.47,49.87,35.24,39.31,43.17,45.53,39.43,49.73,47.41,0.6312,29.81,40.42,22.08,26.92,32.77,32.37,32.59,31.61,32.91,0.5163
std,1.61,0.74,4.01,2.41,0.98,0.43,0.92,0.96,1.17,0.0075,2.53,3.3,11.06,6.97,2.22,3.52,1.79,9.43,2.6,0.0271
test mean,37.94792414919351,48.539850304720076,33.372565191344194,31.931356951516243,41.49168532273054,43.744569641697815,38.21202439822344,51.68620026560991,41.3354842612601,0.6190497731972923,27.94437952597674,36.01888038671505,21.40286150645577,26.411396684759403,30.22175321493627,29.818977157995068,29.200286697742644,31.68620727273619,28.57043750350635,0.5036623155349738
test std,4.394085931923739,4.802736799011509,14.722747524155201,12.757165008570537,4.069136633926594,5.810952601684604,3.8609234226355174,15.652861489526417,11.853421710534393,0.04057583307614969,4.2424655660506545,7.702584239085977,10.366958456055444,10.075535094156322,3.6607256463911093,4.995589026828952,5.552520594996356,10.11999129396198,9.493683891158899,0.014201950442223412
