,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5209,0.0,50.0,0.0,0.515
split 1,0.0,50.0,0.0,0.5449,0.0,50.0,0.0,0.4593
split 2,0.0,50.0,0.0,0.5357,0.0,50.0,0.0,0.4914
split 3,0.0,50.0,0.0,0.5194,0.0,50.0,0.0,0.5455
split 4,0.0,50.0,0.0,0.5511,0.0,50.0,0.0,0.4528
split 5,0.0,50.0,0.0,0.5146,0.0,50.0,0.0,0.5187
mean,0.0,50.0,0.0,0.5311,0.0,50.0,0.0,0.4971
std,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.033
test mean,0.0,50.0,0.0,0.5026567260460273,0.0,50.0,0.0,0.5207998079594778
test std,0.0,1.2089121657132305e-14,0.0,0.08741565657332175,0.0,1.4210854715202004e-14,0.0,0.051360232919746236
