,F1,Acc,precision,Auc
train tissue 0,0.0,49.99999999999997,0.0,0.6955671447196867
train tissue 1,0.0,49.999999999999986,0.0,0.5215517241379308
train tissue 2,0.0,49.999999999999986,0.0,0.5804843304843305
train tissue 3,0.0,50.0,0.0,0.5058027079303674
train tissue 4,0.0,50.000000000000014,0.0,0.7164021164021166
train tissue 5,0.0,50.0,0.0,0.5104166666666666
train tissue 6,0.0,50.0,0.0,0.6838383838383838
train tissue 7,0.0,50.00000000000002,0.0,0.585043988269795
train tissue 8,0.0,50.0,0.0,0.5104039167686658
train tissue 9,0.0,50.0,0.0,0.6785714285714285
train tissue 10,0.0,50.0,0.0,0.6107843137254899
train tissue 11,0.0,50.0,0.0,0.5819559228650135
train tissue 12,0.0,49.999999999999986,0.0,0.4154135338345861
train tissue 13,0.0,49.999999999999986,0.0,0.7314814814814814
train tissue 14,0.0,50.000000000000036,0.0,0.607538802660754
train tissue 15,0.0,50.000000000000036,0.0,0.5003927729772193
train tissue 16,0.0,50.00000000000002,0.0,0.47375886524822725
train tissue 17,0.0,50.00000000000002,0.0,0.676
train tissue 18,0.0,49.999999999999986,0.0,0.5925058548009366
train mean,0.0,50.0,0.0,0.5883112608096358
train std,0.0,1.7632193132083764e-14,0.0,0.08841357967214274
test tissue 0,0.0,50.000000000000014,0.0,0.3894878706199462
test tissue 1,0.0,50.000000000000014,0.0,0.5825771324863882
test tissue 2,0.0,49.99999999999999,0.0,0.5334448160535115
test tissue 3,0.0,50.00000000000002,0.0,0.6275862068965516
test tissue 4,0.0,50.0,0.0,0.4838709677419355
test tissue 5,0.0,50.0,0.0,0.5050055617352609
test tissue 6,0.0,50.000000000000014,0.0,0.5716878402903808
test tissue 7,0.0,49.99999999999996,0.0,0.42822966507176996
test mean,0.0,50.0,0.0,0.515236257611968
test std,0.0,1.9131948672901813e-14,0.0,0.07512230847409923
