,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,47.47,46.72,49.43,46.28,47.51,51.36,26.24,0.6571,33.24,30.82,35.78,33.11,33.33,37.84,33.33,0.4949
split 1,45.87,45.28,44.6,47.72,45.93,44.41,27.03,0.6527,32.47,35.42,29.27,32.73,32.43,28.38,33.78,0.4865
split 2,47.71,47.41,49.2,46.5,47.74,52.2,26.13,0.6569,35.24,32.39,39.87,33.45,35.36,41.89,32.32,0.5077
split 3,49.48,48.67,48.31,51.47,49.52,47.21,25.24,0.6629999999999999,31.56,33.92,34.0,26.76,31.52,34.69,34.24,0.4979
split 4,47.14,46.8,47.59,47.05,47.15,48.39,26.42,0.6569,34.59,39.48,30.72,33.57,34.69,30.61,32.65,0.507
mean,47.53,46.97,47.83,47.8,47.57,48.71,26.21,0.6573,33.42,34.41,33.93,31.92,33.47,34.68,33.27,0.4988
std,1.16,1.1,1.74,1.9,1.16,2.83,0.58,0.0033,1.35,2.96,3.76,2.6,1.41,4.86,0.71,0.0079
testing,47.03,52.9,42.31,45.88,47.61,36.72,26.2,0.6588,32.39,32.62,28.99,35.55,32.63,25.93,33.69,0.5043
